Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / 日本,Status
nonoildressingaojiso,有機青じそノンオイルドレッシング,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量<meta charset=""utf-8""><span data-mce-fragment=""1"">410</span><span data-mce-fragment=""1"">g（内容量200ml）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""utf-8"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
香料やエキスを使用せず、国産有機青じそをそのまま使用しているので、青じそ本来の風味をご堪能いただけるノンオイルタイプの有機JAS認証のドレッシングです。</div>
<div></div>
<div></div>
<div>
<meta charset=""utf-8""> <span>●</span><span id=""red"">青じそは100%国産有機</span><span>です。</span><br><span>●醤油は</span><span id=""red"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span>です。</span><br><span>●醸造酢は</span><span id=""red"">アルコール不使用で静置醗酵した、有機りんご100%の有機純りんご酢と国産有機米100%の有機純米酢</span><span>です。</span><br><span>●砂糖は</span><span id=""red"">有機砂糖</span><span>を使用しています。</span><br><span>●</span><span id=""red"">有機レモンは海外産と国産を使用</span><span>しています。</span><br><span>●食塩は天日乾燥の原塩を使用しています。</span><br><span>●有機米醗酵調味料は</span><span id=""red"">国産有機米・米麹及び水を原料に清酒酵母を使って醗酵させてつくった有機純米料理酒（加塩タイプ）</span><span>を使用しています。</span><br><span>●</span><span id=""red"">国産有機梅肉</span><span>を使用しています。</span><br><span>●香料、保存料、化学調味料は使用していません。</span>
</div>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">▽青じそドレッシング/青紫蘇ドレッシング</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 135px; top: 27px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",false,Title,Default Title,,,,,nonoildressingaojiso,410.0,shopify,-11,deny,manual,540,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/5678a7574ee130764626a7dc2d67a02b.jpg?v=1629845267,1,,false,,,,,,,,,,,,,,,g,,312,true,draft
gomadressing,有機胡麻ドレッシングタイプ,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量425<span data-mce-fragment=""1"">g（内容量225g）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""utf-8"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
サラダでもしゃぶしゃぶでも美味しく食べられるコクのあるしっかりした味わいの有機JAS認証の胡麻ドレッシングタイプです。</div>
<div></div>
<div></div>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">●海外産</span><span id=""red"" data-mce-fragment=""1"">有機白胡麻</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●</span><span id=""red"" data-mce-fragment=""1"">たまねぎ、みかん、にんじん、にんにく、しょうがは100%国産有機</span><span data-mce-fragment=""1"">です。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●砂糖は</span><span id=""red"" data-mce-fragment=""1"">有機砂糖</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●醸造酢は</span><span id=""red"" data-mce-fragment=""1"">アルコール不使用で静置醗酵した国産有機米100%の有機純米酢</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●醤油は</span><span id=""red"" data-mce-fragment=""1"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span data-mce-fragment=""1"">です。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●食塩は天日乾燥の原塩を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●でんぷんは</span><span id=""red"" data-mce-fragment=""1"">国産有機ばれいしょ（遺伝子組み換えでない）から作った有機ばれいしょでんぷん</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●有機米醗酵調味料は</span><span id=""red"" data-mce-fragment=""1"">国産有機米・米麹及び水を原料に清酒酵母を使って醗酵させてつくった有機純米料理酒（加塩タイプ）</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●酸化防止剤、保存料、着色料、化学調味料は使用していません。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●本品は原材料に食用油脂を使用していませんが、原材料の胡麻由来の油が含まれています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">★しゃぶしゃぶ、棒々鶏のたれとして、また、和え物、ゆで野菜など、幅広くお使いいただけます。</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">▽ごまドレッシング/胡麻ドレッシング</span></p>",阿波ツクヨミファーム,,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,gomadressing,425.0,shopify,99965,deny,manual,540,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/a50912032f2e922686ec462cbe36fa4a.jpg?v=1629845233,1,,false,,,,,,,,,,,,,,,g,,298,true,active
chunosauce,有機中濃ソース,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量<meta charset=""utf-8""><span data-mce-fragment=""1"">485</span><span data-mce-fragment=""1"">g（内容量250ml）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""utf-8"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div>（製造元メーカーHPより掲載）</div>
<div id=""p_catch"">有機野菜・果実を原材料の約1/3を占めるほど贅沢に使用し、香辛料をきかせた少し辛口の有機JAS認証の中濃ソースです。</div>
<div></div>
<div>
<meta charset=""utf-8""> <span>●主原料の</span><span id=""red"">野菜・果実（にんじん、トマト、たまねぎ、みかん、レモン、ゆず、にんにく、りんご）は100%有機</span><span>です。</span><br><span>●醸造酢は</span><span id=""red"">アルコール不使用で静置醗酵した、有機りんご100%の有機純りんご酢と国産有機米100%の有機純米酢</span><span>です。</span><br><span>●糖類は</span><span id=""red"">有機糖みつと有機砂糖</span><span>を使用しています。</span><br><span>●食塩は天日乾燥の原塩を使用しています。</span><br><span>●</span><span id=""red"">有機コーンスターチ</span><span>（原料のとうもろこしは遺伝子組み換えでない）を使用しています。</span><br><span>●香辛料は香料を使用せず、胡椒、ナツメグ、丁字、ローレル、桂皮等の原形及び粉末を使用しています。</span><br><span>●醤油は</span><span id=""red"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span>です。</span><br><span>●保存料、化学調味料、カラメル色素、酵母エキスは使用していません。</span>
</div>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">▽中濃ソース</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 136px; top: -19px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,食品・飲料 > 食品 > 調味料・ソース > ウスターソース,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,chunosauce,485.0,shopify,99981,deny,manual,480,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/4cab9128d586ad30eb502c24d38668df.jpg?v=1629845063,1,,false,,,,,,,,,,,,,,,g,,295,true,active
tomatoketchup,有機トマトケチャップ（チューブ）,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量320<span data-mce-fragment=""1"">g（内容量300g）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
有機トマトが持つ自然の甘みを生かして甘口に仕上げた有機JAS認証のトマトケチャップです。</div>
<div></div>
<div>
<meta charset=""utf-8""> <span>●真っ赤に完熟した</span><span id=""red"">海外産有機トマトと国産有機トマト</span><span>を使用しています。</span><br><span>●</span><span id=""red"">たまねぎとにんにくは100%国産有機</span><span>です。</span><br><span>●糖類は</span><span id=""red"">有機砂糖</span><span>と麦芽水飴（原料の国産ばれいしょは遺伝子組み換えでない）を使用しています。</span><br><span>●醸造酢は</span><span id=""red"">アルコール不使用で静置醗酵した、国産有機米100%の有機純米酢と有機りんご100%の有機純りんご酢</span><span>です。</span><br><span>●食塩は天日乾燥の原塩を使用しています。</span><br><span>●香辛料は香料を使用せず、原形及び粉末を使用しています。</span><br><span>●保存料、着色料、化学調味料は使用していません。</span>
</div>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">▽トマトケチャップ</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 147px; top: -19px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,tomatoketchup,320.0,shopify,99954,deny,manual,440,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/3cc95432d255a0a8951be2360791ed5f.jpg?v=1629845196,1,,false,,,,,,,,,,,,,,,g,,237,true,active
noukousauce,有機濃厚ソース,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量485<span data-mce-fragment=""1"">g（内容量250ml）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
有機野菜・果実を原材料の約1/3を占めるほど贅沢に使用した、甘口の有機JAS認証の濃厚ソースです。</div>
<div></div>
<div>
<meta charset=""utf-8""> <span>●主原料の</span><span id=""red"">野菜・果実（にんじん、トマト、みかん、たまねぎ、ゆず、レモン、にんにく、りんご）は100%有機</span><span>です。</span><br><span>●醸造酢は</span><span id=""red"">アルコール不使用で静置醗酵した、有機りんご100%の有機純りんご酢と国産有機米100%の有機純米酢</span><span>です。</span><br><span>●糖類は</span><span id=""red"">有機糖みつと有機砂糖</span><span>を使用しています。</span><br><span>●食塩は天日乾燥の原塩を使用しています。</span><br><span>●</span><span id=""red"">有機コーンスターチ</span><span>（原料のとうもろこしは遺伝子組み換えでない）を使用しています。</span><br><span>●香辛料は香料を使用せず、胡椒、ナツメグ、丁字、ローレル、桂皮等の原形及び粉末を使用しています。</span><br><span>●醤油は</span><span id=""red"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span>です。</span><br><span>●保存料、化学調味料、カラメル色素、酵母エキスは使用していません。</span>
</div>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">▽濃厚ソース</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 138px; top: -19px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,食品・飲料 > 食品 > 調味料・ソース > ウスターソース,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,noukousauce,485.0,shopify,99984,deny,manual,480,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/baecc66f5b008130089446a6bf88a853.jpg?v=1629845164,1,,false,,,,,,,,,,,,,,,g,,295,true,active
worcestershiresauce,有機ウスターソース,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量<meta charset=""utf-8""><span data-mce-fragment=""1"">485</span><span data-mce-fragment=""1"">g（内容量250ml）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">賞味期限：2年</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
有機野菜・果実を原材料の約半分を占めるほど贅沢に使用した有機JAS認証のウスターソースです。<br>
</div>
<div><span data-mce-fragment=""1""></span></div>
<div>
<span data-mce-fragment=""1"">●主原料の</span><span id=""red"" data-mce-fragment=""1"">野菜・果実（りんご、たまねぎ、にんにく、レモン、トマト、みかん）は100%有機</span><span data-mce-fragment=""1"">です。</span>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">●醸造酢は</span><span id=""red"" data-mce-fragment=""1"">アルコール不使用で静置醗酵した、有機りんご100%の有機純りんご酢</span><span data-mce-fragment=""1"">と</span><span id=""red"" data-mce-fragment=""1"">国産有機米100%の有機純米酢</span><span data-mce-fragment=""1"">です。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●糖類は</span><span id=""red"" data-mce-fragment=""1"">有機糖みつと有機砂糖</span><span data-mce-fragment=""1"">を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●食塩は天日乾燥の原塩を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●醤油は</span><span id=""red"" data-mce-fragment=""1"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span data-mce-fragment=""1"">です。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●香辛料は香料を使用せず、胡椒、ナツメグ、丁字、ローレル、桂皮等の原形及び粉末を使用しています。</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">●保存料、化学調味料、カラメル色素、酵母エキスは使用していません。</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">▽ウスターソース</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 136px; top: -19px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,食品・飲料 > 食品 > 調味料・ソース > ウスターソース,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,worcestershiresauce,485.0,shopify,99982,deny,manual,480,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/ad7f4e37b975b6ef9dbaa8cac01b1b14.jpg?v=1629845025,1,,false,,,,,,,,,,,,,,,g,,295,true,active
mentsuyu,有機めんつゆ,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：総重量<meta charset=""utf-8""><span data-mce-fragment=""1"">523</span><span data-mce-fragment=""1"">g（内容量300ml）</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：有機JAS認定</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""utf-8"">賞味期限：<meta charset=""utf-8"">1年6ヵ月</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">製造元：光食品株式会社</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">夏季常温便可</span></p>
<div id=""p_catch"">
<meta charset=""utf-8"">
<div data-mce-fragment=""1"">（製造元メーカーHPより掲載）</div>
国産鰹節と国産昆布から極上のだしを自社でとり、有機本醸造醤油と合わせた有機JAS認証のめんつゆです。</div>
<div></div>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span>●醤油は</span><span id=""red"">国産有機丸大豆（遺伝子組み換えでない）・小麦より醸造し、1年以上熟成させた有機本醸造醤油</span><span>です。</span><br><span>●エキスを使わずに、自社で国産鰹節と国産昆布からだしをとっています。</span><br><span>●砂糖は</span><span id=""red"">有機砂糖</span><span>を使用しています。</span><br><span>●有機米醗酵調味料は</span><span id=""red"">国産有機米・米麹及び水を原料に清酒酵母を使って醗酵させて作った有機純米料理酒（加塩タイプ）</span><span>を使用しています。</span><br><span>●食塩はシママースを使用しています。</span><br><span>●保存料、着色料、たんぱく加水分解物、酵母エキスは使用していません。</span><br><span>★瞬間殺菌なので、鰹節や昆布などの新鮮な香りと風味豊かな味がそのままの本格派有機めんつゆです。</span><br><span>★色々なめん料理にご使用ください。</span><br><span>★2倍希釈タイプ</span><br><br><span>※当商品の開封には栓抜が必要です。</span></p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">▽めんつゆ/麺つゆ/麺汁</span></p>",阿波ツクヨミファーム,,調味料,"化学農薬化学肥料不使用, 夏期常温配送OK！, 通年",true,Title,Default Title,,,,,mentsuyu,523.0,shopify,99966,deny,manual,540,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/300mentsuyu.jpg?v=1629240345,1,,false,,,,,,,,,,,,,,,g,,312,true,active
egoma,自然農エゴマ＊２０枚,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：約10g（重量はおおよその目安です。枚数を20枚以上にてお届けいたします。）<br><br>種別：自然農<br><br>配送：3/20〜10/20の期間は要冷蔵配送です。<br><br><strong>【韓国料理の定番食材！醤油漬けにするだけでも、とっても美味しいご飯のおともに♪】</strong><br>韓国では焼肉を巻いて食べたり、キムチにしたりされる食材です。<br>生食は独特の香りや風味があり好みが別れますが、醤油漬けや天ぷらにするとご飯が進みます！<br><br>しかも「食べると10年長生きする」と言われるほど栄養価が豊富。<br>特にβカロテンやビタミンＣ、若返りビタミンとも呼ばれるビタミンＥが含まれており、免疫力アップや美容にオススメ！<br>女性が不足しやすいミネラル成分、カリウムやカルシウム、鉄分、マグネシウムなども豊富に含まれています。<br><br>↓エゴマの葉の醤油漬け<br>https://cookpad.com/recipe/2397047<br><br><strong>【保存方法】</strong><br>乾きやすいため、軸の部分のみ水に浸かるようにして野菜室に入れておくのがベスト。<br>１週間程度はもつかと思います。<br>野菜室以上に冷やしすぎると葉が黒くなりやすくなりますので、ご注意ください。<br><br>▽えごま/エゴマ/荏胡麻</p>",阿波ツクヨミファーム,,葉物野菜・茎の野菜,"7月が旬, 8月が旬, 9月が旬, 化学農薬化学肥料不使用",false,Title,Default Title,,,,,c-si-egoma,10.0,shopify,951,deny,manual,180,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/BeautyPlus_20210808173034061_save.jpg?v=1628471611,1,,false,,,,,,,,,,,,,,,g,,,true,draft
自然農イタリア茄子セット,自然農イタリア茄子セット,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：<span data-mce-fragment=""1"">400g</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：自然農</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">4/1〜10/31の期間は必ず冷蔵便をお選びください。11/1〜3/31の期間は常温便と冷蔵便のどちらをお選びいただいても問題ございません。</span></p>
<p data-mce-fragment=""1"">イタリア茄子のセット商品です＾＾　「ロッサビアンコ」「フェアリーテイル」「ビステッカ」などからいずれかの商品をお届けいたします＾＾</p>
<p data-mce-fragment=""1"">ロッサビアンコはイタリアの伝統茄子です。<br>黄緑色の翡翠茄子と同じ様にトロっとした食感が一番の特徴で、使い方は米茄子同様、一般的な千両茄子に比べ焼く、揚げるに特化した感じ。<br>翡翠茄子ほど煮崩れしにくく、皮も厚くないので煮るのもOK。<br>イタリア原産なだけにトマトやオリーブオイル、バジル、チーズ、ニンニクと相性がいいワケです。<br>ちゃちゃっとピザトーストのパンの代わりにしたり、ステーキやグラタン、カポナータにして常備菜に。<br>もちろん和風な田楽なんかもグーです＾＾</p>
<p data-mce-fragment=""1"">フェアリーテイル（パープルクララ）はイタリア茄子では珍しく、生食や漬物にも使えます＾＾ 他のイタリア茄子同様、加熱調理に向き崩れにくいので適度な食感を楽しめます。 ソテーや素揚げからジェノベーゼやグラタンに、ラタトゥイユやカポナータもオススメ！ 形を活かして切れ目を入れて扇状に広げたものを丸ごと素揚げして、付け合わせに添えるとカワイイですよ＾＾</p>
<p data-mce-fragment=""1"">ビステッカは、イタリア語で「ビーフステーキ」を意味する茄子の一種です。その名の通り、ステーキやバーベキューに使うと、とろける食感を味わえます＾＾</p>
<p data-mce-fragment=""1"">※収穫状況によって入らないものがございます。予めご了承のほどお願いいたします。</p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">▽イタリア茄子/イタリアナス/ビステッカ/ロッサビアンコ/フェアリーテイル/フェアリーテール</span></p>
<div id=""gtx-trans"" style=""position: absolute; left: 39px; top: 47px;"">
<div class=""gtx-trans-icon""></div>
</div>",阿波ツクヨミファーム,,実の野菜・豆類,化学農薬化学肥料不使用,false,Title,Default Title,,,,,"",400.0,,-24,deny,manual,220,,true,true,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/2_9230e79a-2f46-48a4-bc76-e2211af4c421.jpg?v=1642256142,1,,false,,,,,,,,,,,,,,,g,,,true,draft
自然農翡翠-白-長茄子１-２本,自然農翡翠（白）長茄子１〜２本,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：<span data-mce-fragment=""1"" mce-data-marked=""1"">300g</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：自然農</span></p>
<p data-mce-fragment=""1"">配送：<meta charset=""utf-8""><span data-mce-fragment=""1"">4/1〜10/31の期間は必ず冷蔵便をお選びください。11/1〜3/31の期間は常温便と冷蔵便のどちらをお選びいただいても問題ございません。</span></p>
<p>自然農翡翠""長""茄子です。</p>
<p>翡翠茄子との違いですが、お値段以外では基本的に形だけのち外ですので、同じ食べ方でお食べいただけます＾＾<br data-mce-fragment=""1""></p>
<p>翡翠茄子は固定種でその肉質が特徴です。<br data-mce-fragment=""1"">騙されたと思って揚げダシにしてみてください！<br data-mce-fragment=""1"">揚げる以外に焼いてステーキ、ピザの生地の代わりにと、焼く、炒めるが基本ですが、煮込むと溶けて崩れやすくトロトロになります＾＾<br data-mce-fragment=""1"">皮を細切りにして塩もみしてマヨで和えるとちょっとした１品になります。</p>
<p><meta charset=""utf-8""><span data-mce-fragment=""1"">▽翡翠長茄子/ひすいながなす/ヒスイナガナス</span><br></p>",阿波ツクヨミファーム,,実の野菜・豆類,"7月が旬, 8月が旬, 9月が旬, 化学農薬化学肥料不使用",false,サイズ,自然農,,,,,,0.0,,-4,deny,manual,220,,true,true,,https://cdn.shopify.com/s/files/1/0515/4045/9679/products/gazou-junbichu_bb8c0e3b-b96c-44ca-b9ca-40676ade815b.jpg?v=1626519597,1,,false,,,,,,,,,,,,,,,g,,,true,draft
自然農翡翠-白-長茄子１-２本,,,,,,,,,減農薬,,,,,,0.0,shopify,0,deny,manual,220,,true,true,,,,,,,,,,,,,,,,,,,,g,,,,
キャンディミント,自然農キャンディミント＊２０g,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">重量（目安）：<span data-mce-fragment=""1"" mce-data-marked=""1"">20g</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">種別：自然農</span></p>
<p data-mce-fragment=""1"">配送：3/20〜10/31の期間は要冷蔵配送です。</p>
<p data-mce-fragment=""1"">キャンディミントは、その名の通りキャンディのような甘い香りのするミントです！</p>
<p data-mce-fragment=""1"">使い方はハーブティー以外にも、お好きなドリンクに香り付けで使っていただいたり、ハーブキャンデーなどのお菓子作りでもお使いいただけます＾＾<br>もちろんモヒートにも！</p>
<p data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">▽キャンディミント</span></p>",阿波ツクヨミファーム,食品・飲料 > 食品 > 野菜・果物 > 野菜・冷凍野菜,葉物野菜・茎の野菜,化学農薬化学肥料不使用,true,Title,Default Title,,,,,"",20.0,shopify,1009,deny,manual,180,,true,false,"",https://cdn.shopify.com/s/files/1/0515/4045/9679/products/gazou-junbichu_8fd78f77-2b51-456b-bc93-228b7bd8c03c.jpg?v=1627261967,1,,false,,,,,,,,,,,,,,,g,,,true,active
